created_at,app_id,user_id,session_type
"2022-12-05 12:01:12",101,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2023-01-27 21:03:31",101,f3b51e88-594b-4bb9-b732-3f28859f2011,HOUSE_BATTLE
"2022-01-25 10:46:30",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-22 21:44:56",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2023-01-06 14:14:36",17,f3b51e88-594b-4bb9-b732-3f28859f2011,HOUSE_BATTLE
"2022-01-19 11:59:38",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 17:57:12",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-12-07 09:06:13",19,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2022-11-07 21:05:57",101,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2022-01-14 18:48:30",100,40f10905-96ed-4808-824e-c9b45e373919,BATTLE
"2022-01-25 09:53:49",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:21:41",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 10:52:05",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:28:22",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 18:01:10",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 17:43:03",3,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 17:54:46",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 17:35:50",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-11-07 21:04:53",101,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2022-01-19 12:51:49",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 22:09:58",100,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-16 18:57:43",1,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 10:52:20",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 08:02:20",100,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-12-23 13:51:58",155088,f3b51e88-594b-4bb9-b732-3f28859f2011,CASUAL
"2022-01-27 15:19:00",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-03-08 11:33:13",155088,40f10905-96ed-4808-824e-c9b45e373919,CASUAL
"2022-01-19 13:43:56",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2023-01-03 18:28:07",101,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2022-01-27 18:13:02",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:03:19",8,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-13 11:37:18",8,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 14:35:47",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-22 22:05:16",3,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-18 16:11:07",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 13:22:45",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 12:39:47",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 14:26:10",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-27 17:34:20",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 12:30:53",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:34:59",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 12:54:17",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-22 21:37:30",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-02-02 16:07:18",100,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-24 18:19:42",3,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-10-03 14:33:57",101,f3b51e88-594b-4bb9-b732-3f28859f2011,TOURNAMENT
"2022-01-25 10:46:15",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-14 18:43:32",8,40f10905-96ed-4808-824e-c9b45e373919,BATTLE
"2022-01-27 15:24:39",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:56:40",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-19 11:32:52",3,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
"2022-01-25 11:27:52",101,40f10905-96ed-4808-824e-c9b45e373919,TOURNAMENT
